88375,SS
88450,SS
88525,SS
88600,SS
88700,SJ
88850,SF
89000,SD
89150,SF
89300,SK
89450,SK
89600,SJ
89750,SD
89900,SF
90100,SF
90500,SS
90575,SS
90650,SS
90725,SS
90800,SS
90875,SS
90950,SS
91025,SS
91100,SS
91175,SS
91250,SS
91325,SS
91400,SS
91500,SK
91650,SF
91800,SK
91950,SJ
92100,SD
92250,SD
92400,SF
92550,SS
92700,SF
92900,SF
93300,SS
93375,SS
93450,SS
93525,SS
93600,SS
93675,SS
93750,SS
93825,SS
93900,SS
93975,SS
94050,SS
94125,SS
94200,SD
94300,SF
94450,SJ
94600,SF
94750,SD
94900,SD
95050,SF
95200,SK
95350,SJ
95500,SK
95700,SK
96100,SS
96175,SS
96250,SS
96325,SS
96400,SS
96475,SS
96550,SS
96625,SS
96700,SS
96775,SS
96850,SS
96925,SS
97000,SS
97100,SF
97250,SF
97400,SK
97550,SJ
97700,SS
97850,SS
98000,SF
98150,SD
98300,SF
98500,SD
98900,SS
98975,SS
99050,SS
99125,SS
99200,SS
99275,SS
99350,SS
99425,SS
99500,SS
99575,SS
99650,SS
99725,SS
99800,SS
99900,SF
100050,SD
100200,SF
100350,SF
100500,SJ
100650,SD
100800,SF
100950,SK
101100,SK
101300,SF
101700,SS
101775,SS
101850,SS
101925,SS
102000,SS
102075,SS
102150,SS
102225,SS
102300,SS
102375,SS
102450,SS
102525,SS
102600,SS
102700,SJ
102850,SJ
103000,SK
103150,SJ
103300,SS
103450,SD
103600,SF
103750,SJ
103900,SK
104100,SJ
104500,SS
104575,SS
104650,SS
104725,SS
104800,SS
104875,SS
104950,SS
105025,SS
105100,SS
105175,SS
105250,SS
105325,SS
105400,SS
105500,SF
105650,SD
105800,SD
105950,SK
106100,SJ
106250,SS
106400,SF
106550,SD
106700,SF
106800,lS
107100,LS
